Pt1,Pt2,Pt3,F1,F2,F3,Error
40,26,38,[2.0],[2.0],[2.0],184078539.55748194
40,7,38,[12.317832232410296],[14.221850656898448],[0.0],91.24126207880376
40,45,38,[2.0],[2.0],[2.0],58949061.4652658
40,5,38,[2.0],[2.0],[2.0],10752889.03511615
40,4,38,[2.0],[2.0],[2.0],10334827.119918201
37,34,38,[2.0],[2.0],[2.0],311887384.5109196
37,43,38,[2.0],[2.0],[2.0],268207896.03981295
37,33,38,[1.707486940424996],[1.707486940424996],[1.707486940424996],28157973.414796315
37,41,38,[2.0],[2.0],[2.0],281119410.030699
37,16,38,[2.0],[2.0],[2.0],240039165.4686465
37,35,38,[2.0],[2.0],[2.0],326092463.20360965
37,31,38,[2.0],[2.0],[2.0],266740115.73593333
37,36,38,[2.0],[2.0],[2.0],327562339.45638525
37,20,38,[2.0],[2.0],[2.0],233447589.59972584
37,21,38,[2.0],[2.0],[2.0],204816211.7111451
37,29,38,[2.0],[2.0],[2.0],246456283.84912306
37,19,38,[2.0],[2.0],[2.0],129179299.83846009
37,9,38,[3.8398875909750543],[14.38724386472088],[10.505431387087782],0.08871250477632188
37,8,38,[2.0],[2.0],[2.0],11769915.462334018
37,13,38,[2.0],[2.0],[2.0],14152897.015645392
37,42,38,[2.0],[2.0],[2.0],258008715.12648964
37,23,38,[2.0],[2.0],[2.0],75741487.45614146
37,44,38,[2.0],[2.0],[2.0],239464582.10821366
37,11,38,[2.0],[2.0],[2.0],14442254.091394164
37,48,38,[2.0],[2.0],[2.0],107557999.23720257
37,47,38,[0.00024375254195806083],[0.0004726465493290666],[1.28738211023944e-10],999.9932656461789
37,46,38,[0.0014224650048252183],[0.002263657878203242],[1.337638648664944e-10],999.9461804365402
37,14,38,[2.0],[2.0],[2.0],11967230.156150311
37,49,38,[2.0],[2.0],[2.0],59701825.408456996
37,17,38,[0.0],[0.0],[0.0],1000.0
37,22,38,[2.0],[2.0],[2.0],104330752.98380248
37,30,38,[2.0],[2.0],[2.0],247765018.56578216
37,32,38,[2.0],[2.0],[2.0],293218866.38660985
37,6,38,[1.8564630348534046],[2.608712447243756],[1.8564630348534046],589737.7582525476
37,1,38,[1.9197126600494707],[2.7225860595547635],[1.9197126600494707],805499.0069954809
37,12,38,[2.0],[2.0],[2.0],16165063.839158788
37,2,38,[10.726925253063461],[13.965685559489804],[4.639447083506488],296.01690698929195
37,0,38,[2.0],[2.0],[2.0],9256278.046597894
37,15,38,[2.0],[2.0],[2.0],122767702.83285184
37,10,38,[2.0],[2.0],[2.0],15844913.463415159
37,27,38,[2.0],[2.0],[2.0],223827796.77475652
37,24,38,[2.0],[2.0],[2.0],81097830.71403596
37,25,38,[1.8],[1.8],[1.8],10683684.76835547
37,3,38,[10.725988825138106],[13.837849765951809],[4.638871459944962],325.7989856385887
37,28,38,[1.7814192049267887],[1.7814192049267887],[1.7814192049267887],12584427.295674818
37,18,38,[1.7136005055242174],[1.7136005055242174],[1.7136005055242174],39441695.386706494
37,26,38,[2.0],[2.0],[2.0],194195119.57176152
37,7,38,[1.853479847675738],[2.7562543923575276],[1.853479847675738],1221088.658469555
37,45,38,[2.0],[2.0],[2.0],62518016.75550497
37,5,38,[2.0],[2.0],[2.0],12915616.645945678
37,4,38,[2.0],[2.0],[2.0],12438623.765208703
34,43,38,[2.0],[2.0],[2.0],262137314.17330006
34,33,38,[2.0],[2.0],[2.0],291276603.1692084
